name,full_path,dir,date,time,size,comment
"bun_v4.bat","D:\mscopilot\RED_DISK\RED_DISK\RED_DISK\RED_DISK\RED_DISK\RED_DISK\Local Source\Expired\old\New folder\old\OLD\New folder\Full_V4_Bundle\bun_v4.bat","D:\mscopilot\RED_DISK\RED_DISK\RED_DISK\RED_DISK\RED_DISK\RED_DISK\Local Source\Expired\old\New folder\old\OLD\New folder\Full_V4_Bundle\","12/03/2025","02:04",34,"Batch program discovered on D:"
"cloud_v4.bat","D:\mscopilot\RED_DISK\RED_DISK\RED_DISK\RED_DISK\RED_DISK\RED_DISK\Local Source\Expired\old\New folder\old\OLD\New folder\Full_V4_Bundle\cloud_v4.bat","D:\mscopilot\RED_DISK\RED_DISK\RED_DISK\RED_DISK\RED_DISK\RED_DISK\Local Source\Expired\old\New folder\old\OLD\New folder\Full_V4_Bundle\","12/03/2025","02:04",36,"Batch program discovered on D:"
"build_windows.bat","D:\mscopilot\RED_DISK\RED_DISK\RED_DISK\RED_DISK\RED_DISK\RED_DISK\Local Source\Expired\old\New folder\old\OLD\New folder\Starship_Full_Installer\installer\build_windows.bat","D:\mscopilot\RED_DISK\RED_DISK\RED_DISK\RED_DISK\RED_DISK\RED_DISK\Local Source\Expired\old\New folder\old\OLD\New folder\Starship_Full_Installer\installer\","12/03/2025","06:53",339,"Batch program discovered on D:"
"build_windows.bat","D:\mscopilot\RED_DISK\RED_DISK\RED_DISK\RED_DISK\RED_DISK\RED_DISK\Local Source\Expired\old\New folder\old\OLD\New folder\starship_installer_bundle\installer\build_windows.bat","D:\mscopilot\RED_DISK\RED_DISK\RED_DISK\RED_DISK\RED_DISK\RED_DISK\Local Source\Expired\old\New folder\old\OLD\New folder\starship_installer_bundle\installer\","12/03/2025","08:02",464,"Batch program discovered on D:"
"verify_starship.bat","D:\mscopilot\RED_DISK\RED_DISK\RED_DISK\RED_DISK\RED_DISK\RED_DISK\Local Source\Expired\old\New folder\old\OLD\New folder\starship_installer_bundle\scripts\verify_starship.bat","D:\mscopilot\RED_DISK\RED_DISK\RED_DISK\RED_DISK\RED_DISK\RED_DISK\Local Source\Expired\old\New folder\old\OLD\New folder\starship_installer_bundle\scripts\","12/03/2025","08:02",389,"Batch program discovered on D:"
"build_windows.bat","D:\mscopilot\RED_DISK\RED_DISK\RED_DISK\RED_DISK\RED_DISK\RED_DISK\Local Source\Expired\old\New folder\old\OLD\New folder\VBGOD_LD\New proj\build_windows.bat","D:\mscopilot\RED_DISK\RED_DISK\RED_DISK\RED_DISK\RED_DISK\RED_DISK\Local Source\Expired\old\New folder\old\OLD\New folder\VBGOD_LD\New proj\","12/03/2025","04:48",227,"Batch program discovered on D:"
"verify_starship.bat","D:\mscopilot\RED_DISK\RED_DISK\RED_DISK\RED_DISK\RED_DISK\RED_DISK\Local Source\Expired\old\New folder\old\OLD\New folder\VBGOD_LD\New proj\verify_starship.bat","D:\mscopilot\RED_DISK\RED_DISK\RED_DISK\RED_DISK\RED_DISK\RED_DISK\Local Source\Expired\old\New folder\old\OLD\New folder\VBGOD_LD\New proj\","12/03/2025","04:48",137,"Batch program discovered on D:"
"build_windows.bat","D:\mscopilot\RED_DISK\RED_DISK\RED_DISK\RED_DISK\RED_DISK\RED_DISK\Local Source\Expired\old\New folder\old\OLD\New folder\VBGOD_LD\StarshipDetector\build_windows.bat","D:\mscopilot\RED_DISK\RED_DISK\RED_DISK\RED_DISK\RED_DISK\RED_DISK\Local Source\Expired\old\New folder\old\OLD\New folder\VBGOD_LD\StarshipDetector\","12/03/2025","04:27",223,"Batch program discovered on D:"
"verify_starship.bat","D:\mscopilot\RED_DISK\RED_DISK\RED_DISK\RED_DISK\RED_DISK\RED_DISK\Local Source\Expired\old\New folder\old\OLD\New folder\VBGOD_LD\StarshipDetector\verify_starship.bat","D:\mscopilot\RED_DISK\RED_DISK\RED_DISK\RED_DISK\RED_DISK\RED_DISK\Local Source\Expired\old\New folder\old\OLD\New folder\VBGOD_LD\StarshipDetector\","12/03/2025","04:27",137,"Batch program discovered on D:"
"build.bat","D:\mscopilot\RED_DISK\RED_DISK\RED_DISK\RED_DISK\RED_DISK\RED_DISK\Local Source\Expired\old\New folder\old\OLD\projects\vb6\VBGOD_LDR\pellesC_engine\build.bat","D:\mscopilot\RED_DISK\RED_DISK\RED_DISK\RED_DISK\RED_DISK\RED_DISK\Local Source\Expired\old\New folder\old\OLD\projects\vb6\VBGOD_LDR\pellesC_engine\","12/03/2025","08:00",1277,"Batch program discovered on D:"
"build_cloud_ppj.bat","D:\mscopilot\RED_DISK\RED_DISK\RED_DISK\RED_DISK\RED_DISK\RED_DISK\Local Source\Expired\old\New folder\old\OLD\projects\vb6\VBGOD_LDR\pellesC_engine\build_cloud_ppj.bat","D:\mscopilot\RED_DISK\RED_DISK\RED_DISK\RED_DISK\RED_DISK\RED_DISK\Local Source\Expired\old\New folder\old\OLD\projects\vb6\VBGOD_LDR\pellesC_engine\","12/03/2025","09:51",1369,"Batch program discovered on D:"
"build.bat","D:\mscopilot\RED_DISK\RED_DISK\RED_DISK\RED_DISK\RED_DISK\RED_DISK\Local Source\Expired\old\New folder\old\OLD\VBGOD_LD\StarshipDetector\build.bat","D:\mscopilot\RED_DISK\RED_DISK\RED_DISK\RED_DISK\RED_DISK\RED_DISK\Local Source\Expired\old\New folder\old\OLD\VBGOD_LD\StarshipDetector\","12/03/2025","08:00",1277,"Batch program discovered on D:"
"build_cloud_ppj.bat","D:\mscopilot\RED_DISK\RED_DISK\RED_DISK\RED_DISK\RED_DISK\RED_DISK\Local Source\Expired\old\New folder\old\OLD\VBGOD_LD\StarshipDetector\build_cloud_ppj.bat","D:\mscopilot\RED_DISK\RED_DISK\RED_DISK\RED_DISK\RED_DISK\RED_DISK\Local Source\Expired\old\New folder\old\OLD\VBGOD_LD\StarshipDetector\","12/03/2025","09:52",1369,"Batch program discovered on D:"
"build_windows.bat","D:\mscopilot\RED_DISK\RED_DISK\RED_DISK\RED_DISK\RED_DISK\RED_DISK\Local Source\Expired\old\New folder\old\OLD\VBGOD_LD\StarshipDetector\build_windows.bat","D:\mscopilot\RED_DISK\RED_DISK\RED_DISK\RED_DISK\RED_DISK\RED_DISK\Local Source\Expired\old\New folder\old\OLD\VBGOD_LD\StarshipDetector\","12/03/2025","05:06",179,"Batch program discovered on D:"
"verify_starship.bat","D:\mscopilot\RED_DISK\RED_DISK\RED_DISK\RED_DISK\RED_DISK\RED_DISK\Local Source\Expired\old\New folder\old\OLD\VBGOD_LD\StarshipDetector\verify_starship.bat","D:\mscopilot\RED_DISK\RED_DISK\RED_DISK\RED_DISK\RED_DISK\RED_DISK\Local Source\Expired\old\New folder\old\OLD\VBGOD_LD\StarshipDetector\","12/03/2025","05:07",267,"Batch program discovered on D:"
"build.bat","D:\mscopilot\RED_DISK\RED_DISK\RED_DISK\RED_DISK\RED_DISK\RED_DISK\Local Source\Expired\old\New folder\old\OLD\VBGOD_LD\StarshipDetector\pellesC_engine\build.bat","D:\mscopilot\RED_DISK\RED_DISK\RED_DISK\RED_DISK\RED_DISK\RED_DISK\Local Source\Expired\old\New folder\old\OLD\VBGOD_LD\StarshipDetector\pellesC_engine\","12/03/2025","08:00",1277,"Batch program discovered on D:"
"build_cloud_ppj.bat","D:\mscopilot\RED_DISK\RED_DISK\RED_DISK\RED_DISK\RED_DISK\RED_DISK\Local Source\Expired\old\New folder\old\OLD\VBGOD_LD\StarshipDetector\pellesC_engine\build_cloud_ppj.bat","D:\mscopilot\RED_DISK\RED_DISK\RED_DISK\RED_DISK\RED_DISK\RED_DISK\Local Source\Expired\old\New folder\old\OLD\VBGOD_LD\StarshipDetector\pellesC_engine\","12/03/2025","09:11",870,"Batch program discovered on D:"
"comm.bat","D:\mscopilot\RED_DISK\RED_DISK\RED_DISK\RED_DISK\RED_DISK\RED_DISK\parser\comm.bat","D:\mscopilot\RED_DISK\RED_DISK\RED_DISK\RED_DISK\RED_DISK\RED_DISK\parser\","12/12/2025","07:41",2204,"Batch program discovered on D:"
"parse.bat","D:\mscopilot\RED_DISK\RED_DISK\RED_DISK\RED_DISK\RED_DISK\RED_DISK\parser\parse.bat","D:\mscopilot\RED_DISK\RED_DISK\RED_DISK\RED_DISK\RED_DISK\RED_DISK\parser\","12/12/2025","07:30",817,"Batch program discovered on D:"
"payload.bat","D:\mscopilot\RED_DISK\RED_DISK\RED_DISK\RED_DISK\RED_DISK\RED_DISK\red_disk_payloads\payload.bat","D:\mscopilot\RED_DISK\RED_DISK\RED_DISK\RED_DISK\RED_DISK\RED_DISK\red_disk_payloads\","12/12/2025","08:17",1013,"Batch program discovered on D:"
